ID: 4 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Os hemisférios da Terra são divididos por linhas imaginárias. Quais são os hemisférios principais?
ID: 7 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a camada mais externa da Terra?
ID: 9 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital da Argentina?
ID: 11 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Uruguai?
ID: 29 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual instrumento/representação é usado no mapa para indicar direções (N, S, L, O)?
ID: 30 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O que é um hemisfério?
ID: 32 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual linha imaginária divide a Terra em hemisfério Ocidental e hemisfério Oriental?
ID: 34 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual posição a Terra ocupa em relação ao Sol (ordem dos planetas)?
ID: 35 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual movimento da Terra é responsável pelo dia e pela noite?
ID: 36 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual movimento da Terra é a volta ao redor do Sol?
ID: 37 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Aproximadamente, quanto tempo a Terra leva para completar uma volta ao redor do Sol?
ID: 38 | Subject: Geografia | has_image: False | type: multiple_choice | Q: As estações do ano acontecem principalmente por causa de:
ID: 41 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O núcleo da Terra se divide em:
ID: 48 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual é a capital do Paraná (PR)?
ID: 49 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual é a capital de Santa Catarina (SC)?
ID: 47 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A Região Sul do Brasil é formada por quais estados?
ID: 33 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual par de hemisférios é formado quando usamos a Linha do Equador?
ID: 424 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 346 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 64 - 10
ID: 352 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 106 - 21
ID: 360 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 162 - 28
ID: 39 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a camada mais externa da Terra (onde vivemos)?
ID: 40 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual camada fica abaixo da crosta terrestre?
ID: 54 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital da Argentina?
ID: 43 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A atmosfera é:
ID: 45 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual camada da atmosfera é a mais próxima do solo?
ID: 55 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Chile?
ID: 61 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país tem formato alongado e é conhecido por ser bem estreito em vários trechos (pouco mais de 160 km em um ponto, no conteúdo)?
ID: 256 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Qual é o resultado de 5.641 + 4.324?
ID: 74 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual capital corresponde ao estado do Rio Grande do Sul (RS)?
ID: 66 | Subject: Geografia | has_image: False | type: multiple_choice | Q: As Ilhas Malvinas são classificadas no conteúdo como:
ID: 67 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país é responsável pela defesa das Malvinas no texto?
ID: 69 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O Rio da Prata é associado, em conteúdos escolares, principalmente aos rios:
ID: 70 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Para que serve a legenda de um mapa?
ID: 71 | Subject: Geografia | has_image: False | type: multiple_choice | Q: A escala em um mapa serve para:
ID: 72 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual capital corresponde ao estado do Paraná (PR)?
ID: 73 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual capital corresponde ao estado de Santa Catarina (SC)?
ID: 82 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em mapas escolares, a cordilheira que aparece ao longo do lado oeste da Argentina é:
ID: 76 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O hemisfério Ocidental é o lado do planeta a:
ID: 77 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O hemisfério Oriental é o lado do planeta a:
ID: 78 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O que significa 'hemisfério'?
ID: 337 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 165 + 7
ID: 166 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual país é citado como 'sem litoral' (sem saída para o mar)?
ID: 59 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a maior montanha do Ocidente citada no conteúdo (nos Andes, na Argentina)?
ID: 60 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual cordilheira separa a Argentina do Chile?
ID: 58 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A Bolívia é conhecida (em muitos conteúdos escolares) por ter duas capitais. Quais são elas?
ID: 68 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual lago passa pela Bolívia e pelo Peru, citado no conteúdo?
ID: 79 | Subject: Geografia | has_image: True | type: multiple_choice | Q: O que é o 'Primeiro Meridiano' citado no conteúdo?
ID: 56 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Uruguai?
ID: 57 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Paraguai?
ID: 85 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Como se chamam as estátuas gigantes da Ilha de Páscoa?
ID: 87 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual item do mapa explica símbolos como aeroporto, porto e cidade?
ID: 88 | Subject: Geografia | has_image: False | type: multiple_choice | Q: No mapa, a seta com a letra 'N' indica:
ID: 90 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual alternativa mostra a ordem correta de fora para dentro das camadas internas?
ID: 369 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 225 - 10
ID: 86 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual país é citado como 'sem litoral' (sem saída para o mar)?
ID: 107 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual ponto colateral fica entre Norte e Leste?
ID: 94 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quantos continentes existem na divisão mais comum estudada (América do Norte e do Sul separadas)?
ID: 91 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual das opções NÃO é uma camada da atmosfera?
ID: 106 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em qual ponto cardeal o Sol se põe?
ID: 89 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A Região Sul cita grande influência europeia, principalmente de origem:
ID: 105 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em qual ponto cardeal o Sol nasce?
ID: 84 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual ilha é parte do Chile desde 1888 e famosa por suas estátuas Moai?
ID: 109 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual instrumento/representação é usado no mapa para indicar direções (N, S, L, O)?
ID: 110 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O que é um hemisfério?
ID: 104 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Quais são os quatro pontos cardeais?
ID: 421 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 92 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A rotação é o movimento da Terra ao redor:
ID: 83 | Subject: Geografia | has_image: True | type: multiple_choice | Q: O Chile é descrito como um pedaço de terra situado ao longo da:
ID: 93 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A translação é o movimento da Terra ao redor:
ID: 112 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual linha imaginária divide a Terra em hemisfério Ocidental e hemisfério Oriental?
ID: 114 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual posição a Terra ocupa em relação ao Sol (ordem dos planetas)?
ID: 115 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual movimento da Terra é responsável pelo dia e pela noite?
ID: 116 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual movimento da Terra é a volta ao redor do Sol?
ID: 117 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Aproximadamente, quanto tempo a Terra leva para completar uma volta ao redor do Sol?
ID: 118 | Subject: Geografia | has_image: False | type: multiple_choice | Q: As estações do ano acontecem principalmente por causa de:
ID: 121 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O núcleo da Terra se divide em:
ID: 204 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. Qual desses países não tem saída para o mar (é um país sem litoral)?
ID: 127 | Subject: Geografia | has_image: False | type: multiple_choice | Q: A Região Sul do Brasil é formada por quais estados?
ID: 128 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual é a capital do Paraná (PR)?
ID: 129 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual é a capital de Santa Catarina (SC)?
ID: 44 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Dois gases muito importantes na composição da atmosfera são:
ID: 124 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Dois gases muito importantes na composição da atmosfera são:
ID: 113 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual par de hemisférios é formado quando usamos a Linha do Equador?
ID: 125 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual camada da atmosfera é a mais próxima do solo?
ID: 135 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Chile?
ID: 138 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A Bolívia é conhecida (em muitos conteúdos escolares) por ter duas capitais. Quais são elas?
ID: 136 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Uruguai?
ID: 119 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a camada mais externa da Terra (onde vivemos)?
ID: 120 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual camada fica abaixo da crosta terrestre?
ID: 134 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital da Argentina?
ID: 137 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Paraguai?
ID: 141 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país tem formato alongado e é conhecido por ser bem estreito em vários trechos (pouco mais de 160 km em um ponto, no conteúdo)?
ID: 154 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual capital corresponde ao estado do Rio Grande do Sul (RS)?
ID: 142 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual deserto é citado como um dos mais secos do mundo, localizado no norte do Chile?
ID: 146 | Subject: Geografia | has_image: False | type: multiple_choice | Q: As Ilhas Malvinas são classificadas no conteúdo como:
ID: 147 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país é responsável pela defesa das Malvinas no texto?
ID: 149 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O Rio da Prata é associado, em conteúdos escolares, principalmente aos rios:
ID: 150 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Para que serve a legenda de um mapa?
ID: 151 | Subject: Geografia | has_image: False | type: multiple_choice | Q: A escala em um mapa serve para:
ID: 152 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual capital corresponde ao estado do Paraná (PR)?
ID: 153 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual capital corresponde ao estado de Santa Catarina (SC)?
ID: 123 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A atmosfera é:
ID: 156 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O hemisfério Ocidental é o lado do planeta a:
ID: 157 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O hemisfério Oriental é o lado do planeta a:
ID: 158 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O que significa 'hemisfério'?
ID: 163 | Subject: Geografia | has_image: True | type: multiple_choice | Q: O Chile é descrito como um pedaço de terra situado ao longo da:
ID: 139 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a maior montanha do Ocidente citada no conteúdo (nos Andes, na Argentina)?
ID: 165 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Como se chamam as estátuas gigantes da Ilha de Páscoa?
ID: 443 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 140 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual cordilheira separa a Argentina do Chile?
ID: 162 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em mapas escolares, a cordilheira que aparece ao longo do lado oeste da Argentina é:
ID: 148 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual lago passa pela Bolívia e pelo Peru, citado no conteúdo?
ID: 159 | Subject: Geografia | has_image: True | type: multiple_choice | Q: O que é o 'Primeiro Meridiano' citado no conteúdo?
ID: 167 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual item do mapa explica símbolos como aeroporto, porto e cidade?
ID: 168 | Subject: Geografia | has_image: False | type: multiple_choice | Q: No mapa, a seta com a letra 'N' indica:
ID: 170 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual alternativa mostra a ordem correta de fora para dentro das camadas internas?
ID: 189 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Qual país fica ao sol do Brasil e faz fronteira com o Rio Grande do Sul?
ID: 172 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A rotação é o movimento da Terra ao redor:
ID: 171 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual das opções NÃO é uma camada da atmosfera?
ID: 174 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quantos continentes existem no planeta Terra?
ID: 186 | Subject: Geografia | has_image: False | type: multiple_choice | Q: O que são linhas imaginárias da Terra?
ID: 177 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quantos oceanos existem na Terra?
ID: 175 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual destes é um continente?
ID: 179 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Quais são os quatro pontos cardeais?
ID: 164 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual ilha é parte do Chile desde 1888 e famosa por suas estátuas Moai?
ID: 298 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Filipe tinha 258 figurinhas. Pedro tinha 54 a mais. Quantas Pedro tinha?
ID: 180 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em qual direção o sol nasce?
ID: 184 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual linha imaginária divide a Terra em hemisfério norte e sul?
ID: 12 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é a capital do Paraguai?
ID: 181 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Em qual direção o sol se põe?
ID: 185 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual linha imaginária divide o planeta em leste e oeste?
ID: 445 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 173 | Subject: Geografia | has_image: True | type: multiple_choice | Q: A translação é o movimento da Terra ao redor:
ID: 80 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual país fica ao sul do Brasil e faz fronteira com o Rio Grande do Sul?
ID: 194 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa com continentes coloridos. Qual é o maior continente do planeta?
ID: 197 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o diagrama do globo terrestre. O Brasil está localizado principalmente em qual hemisfério em relação à Linha do Equador?
ID: 214 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a imagem do nascer do sol. Em qual direção o Sol nasce?
ID: 435 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 434 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 294 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Maria juntou 27 latinhas e Carla 32. Quantas juntaram ao todo?
ID: 290 | Subject: Matemática | has_image: False | type: multiple_choice | Q: João ganha 6.000 reais. Ele gastou 1.452 em um computador e 875 em uma geladeira. Quanto gastou ao todo?
ID: 291 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Quanto sobrou do salário de João após as compras?
ID: 292 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Em uma escola há 986 meninos e 1.345 meninas. Quantos meninos há a menos?
ID: 293 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Quantos alunos há na escola ao todo?
ID: 295 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Se 25 latinhas foram reaproveitadas, quantas não foram?
ID: 296 | Subject: Matemática | has_image: False | type: multiple_choice | Q: 245 alunos participaram de uma competição. 102 eram meninas. Quantos meninos participaram?
ID: 297 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Quantos meninos havia a mais que meninas?
ID: 198 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o diagrama. Qual movimento da Terra causa a alternância entre o dia e a noite?
ID: 199 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o diagrama do Sistema Solar. Qual movimento da Terra causa as estações do ano?
ID: 289 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma TV custa 1.249 reais e outra 1.625 reais. Qual a diferença de preço?
ID: 432 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 213 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Na rosa dos ventos, qual direção aparece à direita?
ID: 455 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 411 frutas pela manhã e 206 à tarde. Quantas frutas vendeu ao todo?
ID: 212 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe a rosa dos ventos. Qual direção está na parte superior?
ID: 207 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa e marque o continente gelado do extremo sul.
ID: 216 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe a bússola ilustrada. Para que ela serve?
ID: 220 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o globo com uma linha horizontal no centro. Essa linha representa:
ID: 226 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Na rosa dos ventos ilustrada, qual ponto cardeal está na parte superior?
ID: 221 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o globo com uma linha vertical central. Essa linha representa:
ID: 222 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: A linha destacada no centro do globo divide a Terra em quais hemisférios?
ID: 223 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: A linha vertical destacada no globo divide a Terra em quais hemisférios?
ID: 450 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 302 frutas pela manhã e 114 à tarde. Quantas frutas vendeu ao todo?
ID: 234 | Subject: Geografia | has_image: True | type: map_analysis | Q: No mapa, qual capital está marcada na Argentina?
ID: 236 | Subject: Geografia | has_image: True | type: map_analysis | Q: No mapa do Chile, qual capital está assinalada?
ID: 228 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Qual ponto colateral está entre Sul e Oeste?
ID: 230 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o globo com uma linha vertical central destacada. Ela representa:
ID: 231 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: A linha destacada no centro do globo divide a Terra em quais hemisférios?
ID: 232 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: A linha vertical destacada divide a Terra em quais hemisférios?
ID: 276 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 3.864 + 5.377
ID: 241 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: No diagrama, o centro mais interno da Terra corresponde a:
ID: 277 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 4.957 + 5.084
ID: 238 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a imagem com fronteiras e bandeiras. O conceito representado é o de:
ID: 278 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 3.824 + 2.176
ID: 279 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 3.927 + 2.184
ID: 242 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe a Terra girando em torno de si mesma. Esse movimento se chama:
ID: 243 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o esquema da Terra ao redor do Sol. Esse movimento se chama:
ID: 427 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 249 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. Qual pequeno país ao sul do Brasil está destacado?
ID: 248 | Subject: Geografia | has_image: True | type: map_analysis | Q: No mapa da Bolívia, qual capital está marcada?
ID: 240 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: No esquema das camadas da Terra, qual parte aparece entre a crosta e o núcleo?
ID: 280 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 8.032 − 5.170
ID: 253 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa da América do Sul. Qual oceano aparece a leste do continente?
ID: 281 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 7.000 − 5.482
ID: 282 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 9.500 − 3.846
ID: 283 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 6.813 − 3.267
ID: 384 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 8 centenas, 9 dezenas e 9 unidades?
ID: 250 | Subject: Geografia | has_image: True | type: map_analysis | Q: No mapa do Uruguai, qual capital aparece assinalada?
ID: 251 | Subject: Geografia | has_image: True | type: map_analysis | Q: Observe o mapa. Qual país destacado faz fronteira com o Paraná e aparece sem litoral?
ID: 176 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual é o maior oceano do planeta?
ID: 284 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 9.132 − 4.555
ID: 285 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 7.942 − 2.654
ID: 210 | Subject: Geografia | has_image: True | type: map_analysis | Q: Qual oceano destacado aparece a oeste da América do Sul?
ID: 224 | Subject: Geografia | has_image: True | type: visual_interpretation | Q: Observe a prancha com mapa-múndi, rosa dos ventos, globo com Equador e desenho do Japão. Esses elementos pertencem ao estudo de:
ID: 286 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Em uma reunião escolar havia 2.065 pessoas. Dessas, 1.048 eram adultos. Quantas eram crianças?
ID: 287 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Na escola havia 1.340 alunos. Faltaram 48. Quantos estavam presentes?
ID: 288 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Foram distribuídos 3.480 ingressos. 1.395 eram para futebol. Quantos para outros esportes?
ID: 187 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual continente fica entre a Europa e o Oceano Pacífico?
ID: 239 | Subject: Geografia | has_image: True | type: diagram_analysis | Q: Observe o esquema da Terra em corte. Qual camada está na parte mais externa?
ID: 420 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 263 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 9.000 − 5.806
ID: 264 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 7.658 − 2.245
ID: 265 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 8.697 − 4.543
ID: 266 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 9.673 − 7.382
ID: 267 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Calcule: 4.682 − 1.999
ID: 270 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Pedro e Paulo distribuíram 3.584 balinhas. Pedro distribuiu 1.752. Quantas Paulo distribuiu?
ID: 271 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Maria economizou 1.854 reais e seu marido 2.267 reais. Quanto o marido economizou a mais?
ID: 272 | Subject: Matemática | has_image: False | type: multiple_choice | Q: A Igreja foi visitada por 2.145 pessoas de avião. De ônibus vieram 4.386 pessoas. Quantas vieram de ônibus a mais?
ID: 273 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Ricardo economizou 3.500 reais. Ele economizou 1.500 reais a menos que seu irmão. Quanto o irmão economizou?
ID: 188 | Subject: Geografia | has_image: True | type: multiple_choice | Q: Qual oceano fica entre a América e a Ásia?
ID: 258 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 5.637 + 3.287
ID: 260 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 8.567 + 1.221
ID: 261 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 7.234 + 2.587
ID: 262 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 8.674 + 3.479
ID: 274 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 5.697 + 2.302
ID: 275 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 8.065 + 1.273
ID: 269 | Subject: Matemática | has_image: True | type: multiple_choice | Q: De manhã uma exposição recebeu 2.648 visitantes. À tarde recebeu 3.259. Quantas pessoas a mais visitaram à tarde?
ID: 257 | Subject: Matemática | has_image: True | type: multiple_choice | Q: Calcule: 7.642 + 1.138
ID: 299 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Quantas figurinhas tinham os dois juntos?
